Chromophore_smiles,Solvent_smiles,Chromophore_name,Solvent_name,Abs,FWHM_Abs,log_extinc,Emi,FWHM_Emi,PLQY,lifetime,HOMO,HOMO_Method,LUMO,LUMO_Method,Optical_bandgap,glob_0,glob_1,glob_2,glob_3,1,2,glob_6,3,4,5,6,location combo,subgroup number
CCN(CC)c1ccc2c(C)cc(=O)oc2c1,OCC(O)CO,aminocoumarin 1,glycerol,384.0,,,463.0,,,3.8,,,,,,,,,,,*C,,,,*N(CC)CC,,[2 5],2
CCN(CC)c1ccc2c(C)cc(=O)oc2c1,CCCCCCCCO,Coumarin 1,n-octanol,373.0,,,443.0,,0.68,3.69,,,,,,,,,,,*C,,,,*N(CC)CC,,[2 5],2
CCN(CC)c1ccc2c(C)cc(=O)oc2c1,CCCCCCO,Coumarin 1,n-hexanol,373.0,,,444.0,,0.66,3.68,,,,,,,,,,,*C,,,,*N(CC)CC,,[2 5],2
CCN(CC)c1ccc2c(C)cc(=O)oc2c1,CCCCO,Coumarin 1,n-butanol,374.0,,,447.0,,0.61,3.55,,,,,,,,,,,*C,,,,*N(CC)CC,,[2 5],2
CCN(CC)c1ccc2c(C)cc(=O)oc2c1,CCCO,Coumarin 1,n-propanol,376.0,,,452.0,,0.62,3.48,,,,,,,,,,,*C,,,,*N(CC)CC,,[2 5],2
CCN(CC)c1ccc2c(C)cc(=O)oc2c1,CO,Coumarin 1,methanol,377.0,,,462.0,,0.26,1.94,,,,,,,,,,,*C,,,,*N(CC)CC,,[2 5],2
CCN(CC)c1ccc2c(C)cc(=O)oc2c1,O,Coumarin 1,water,382.22,,,470.0,,0.041,0.36,,,,,,,,,,,*C,,,,*N(CC)CC,,[2 5],2
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCCCC1,aminocoumarin 2,Cyclohexane,376.5,,,433.0,,,4.1,,,,,,,,,,,*C(F)(F)F,,,,*N(CC)CC,,[2 5],2
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCOC(C)=O,aminocoumarin 2,Ethyl acetate,390.0,,,479.0,,,4.6,,,,,,,,,,,*C(F)(F)F,,,,*N(CC)CC,,[2 5],2
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC#N,aminocoumarin 2,acetonitrile,398.0,,,501.0,,,0.6,,,,,,,,,,,*C(F)(F)F,,,,*N(CC)CC,,[2 5],2
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCO,aminocoumarin 2,Ethanol,403.0,,,509.0,,,0.85,,,,,,,,,,,*C(F)(F)F,,,,*N(CC)CC,,[2 5],2
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,OCC(O)CO,aminocoumarin 2,glycerol,413.0,,,524.0,,,2.7,,,,,,,,,,,*C(F)(F)F,,,,*N(CC)CC,,[2 5],2
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC#N,aminocoumarin 6,acetonitrile,366.25,,,465.0,,,5.2,,,,,,,,,,,*C(F)(F)F,,,,*N,,[2 5],2
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC#N,aminocoumarin 6,acetonitrile,366.25,,,465.0,,,5.2,,,,,,,,,,,*C(F)(F)F,,,,*N,,[2 5],2
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCCC,Coumarin 151,hexane,347.3333333333333,4361.726480610319,,401.0,3892.1786206238,0.19,0.8542000000000001,,,,,,,,,,,*C(F)(F)F,,,,*N,,[2 5],2
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCC(C)C,Coumarin 151,2-methylpentane,347.0,,,399.0,,0.17,0.4054999999999999,,,,,,,,,,,*C(F)(F)F,,,,*N,,[2 5],2
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCC(C)CC,Coumarin 151,3-Methylpentane,347.0,,,400.0,,0.18,0.8424,,,,,,,,,,,*C(F)(F)F,,,,*N,,[2 5],2
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCCCC1,Coumarin 151,Cyclohexane,348.0,,,401.0,,0.28,1.1980000000000002,,,,,,,,,,,*C(F)(F)F,,,,*N,,[2 5],2
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC1CCCCC1,Coumarin 151,Toluene,348.0,,,401.0,,0.29,1.22,,,,,,,,,,,*C(F)(F)F,,,,*N,,[2 5],2
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCC2CCCCC2C1,Coumarin 151,decalin,349.0,,,404.0,,0.32,1.899,,,,,,,,,,,*C(F)(F)F,,,,*N,,[2 5],2
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1COCCO1,Coumarin 151,"1,4-dioxane",364.0,4494.8489837725065,,442.0,3615.822101162365,0.71,4.65,,,,,,,,,,,*C(F)(F)F,,,,*N,,[2 5],2
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCOC(C)=O,Coumarin 151,Ethyl acetate,368.0,4499.291819649756,,456.0,3534.5362025961185,0.62,4.67,,,,,,,,,,,*C(F)(F)F,,,,*N,,[2 5],2
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCCCCCO,Coumarin 151,n-octanol,382.0,,,480.0,,0.63,5.4,,,,,,,,,,,*C(F)(F)F,,,,*N,,[2 5],2
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCCCO,Coumarin 151,n-hexanol,383.0,,,481.0,,0.54,5.29,,,,,,,,,,,*C(F)(F)F,,,,*N,,[2 5],2
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCO,Coumarin 151,n-butanol,383.3333333333333,,,484.0,,0.48,5.24,,,,,,,,,,,*C(F)(F)F,,,,*N,,[2 5],2
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CS(C)=O,Coumarin 151,dimethyl sulfoxide,386.0,,,487.0,,0.48,5.0,,,,,,,,,,,*C(F)(F)F,,,,*N,,[2 5],2
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CN(C)C=O,Coumarin 151,DMF,380.0,,,480.0,,0.49,5.22,,,,,,,,,,,*C(F)(F)F,,,,*N,,[2 5],2
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC(C)O,Coumarin 151,i-propanol,384.0,,,481.0,,0.52,5.28,,,,,,,,,,,*C(F)(F)F,,,,*N,,[2 5],2
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC(C)=O,Coumarin 151,acetone,371.0,,,466.0,,0.59,4.97,,,,,,,,,,,*C(F)(F)F,,,,*N,,[2 5],2
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCO,Coumarin 151,Ethanol,382.0,,,485.0,,0.49,5.38,,,,,,,,,,,*C(F)(F)F,,,,*N,,[2 5],2
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CO,Coumarin 151,methanol,377.6666666666667,,,487.0,,0.37,5.31,,,,,,,,,,,*C(F)(F)F,,,,*N,,[2 5],2
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CC#N,aminocoumarin 8,acetonitrile,453.4,,,501.0,,,3.2,,,,,,,,,,*c1nc2ccccc2s1,,,,,*N(CC)CC,,[1 5],2
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CC#N,aminocoumarin 8,acetonitrile,453.4,,,501.0,,,3.2,,,,,,,,,,*c1nc2ccccc2s1,,,,,*N(CC)CC,,[1 5],2
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CCO,Coumarin 6,Ethanol,458.5,,,505.0,,,2.5,,,,,,,,,,*c1nc2ccccc2s1,,,,,*N(CC)CC,,[1 5],2
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CCCCCC,Coumarin 6,hexane,425.9,,,463.0,,0.57,2.37,,,,,,,,,,*c1nc2ccccc2s1,,,,,*N(CC)CC,,[1 5],2
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CCC(C)CC,Coumarin 6,3-Methylpentane,425.0,,,461.6,,0.57,2.38,,,,,,,,,,*c1nc2ccccc2s1,,,,,*N(CC)CC,,[1 5],2
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,C1CCCCC1,Coumarin 6,Cyclohexane,427.65,,,462.0,,0.59,2.38,,,,,,,,,,*c1nc2ccccc2s1,,,,,*N(CC)CC,,[1 5],2
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CC1CCCCC1,Coumarin 6,Toluene,425.4,,,462.0,,0.56,2.32,,,,,,,,,,*c1nc2ccccc2s1,,,,,*N(CC)CC,,[1 5],2
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CCOC(C)=O,Coumarin 6,Ethyl acetate,445.35,,,492.8,,0.47,2.46,,,,,,,,,,*c1nc2ccccc2s1,,,,,*N(CC)CC,,[1 5],2
CCN(CC)c1ccc2cc(-c3nc4ccccc4n3C)c(=O)oc2c1,CC#N,aminocoumarin 9,acetonitrile,403.0,,,480.0,,,2.8,,,,,,,,,,*c1nc2ccccc2n1C,,,,,*N(CC)CC,,[1 5],2
CCNc1cc2oc(=O)cc(C)c2cc1C,CC#N,aminocoumarin 10,acetonitrile,354.0,,,420.0,,,3.5,,,,,,,,,,,*C,,,*C,*NCC,,[2 4 5],3
CCNc1cc2oc(=O)cc(C(F)(F)F)c2cc1C,CC#N,aminocoumarin 11,acetonitrile,385.1683371883835,,,481.0,,,7.7,,,,,,,,,,,*C(F)(F)F,,,*C,*NCC,,[2 4 5],3
N#CCc1ccccc1-c1cc2ccccc2oc1=O,ClC(Cl)Cl,symmetrical biscoumarin - 1c,chloroform,318.0,,4.222716471147583,404.0,,,1.4,,,,,,,,,,*c1ccccc1CC#N,,,,,,,[1],1
COc1ccc2cc(-c3ccccc3CC#N)c(=O)oc2c1,ClC(Cl)Cl,symmetrical biscoumarin - 2c,chloroform,336.0,,4.294466226161593,409.0,,,2.4,,,,,,,,,,*c1ccccc1CC#N,,,,,*OC,,[1 5],2
COc1cc(OC)c2cc(-c3ccccc3CC#N)c(=O)oc2c1,ClC(Cl)Cl,symmetrical biscoumarin - 3c,chloroform,342.0,,4.363611979892144,422.0,,,2.8,,,,,,,,,,*c1ccccc1CC#N,,,*OC,,*OC,,[1 3 5],3
COc1ccc2c(-c3nc(-c4ccccc4)no3)cc(=O)oc2c1,ClC(Cl)Cl,coumarin - 9a,chloroform,345.0,,,450.0,3591.2313959981875,0.25,4.8,,,,,,,,,,,*c1nc(-c2ccccc2)no1,,,,*OC,,[2 5],2
COc1ccc2c(-c3nc(-c4ccccc4)no3)cc(=O)oc2c1,CCO,coumarin - 9a,Ethanol,344.0,,,464.0,3517.600199317403,0.62,6.4,,,,,,,,,,,*c1nc(-c2ccccc2)no1,,,,*OC,,[2 5],2
COc1ccc2c(-c3nc(-c4cccc(Br)c4)no3)cc(=O)oc2c1,ClC(Cl)Cl,coumarin - 9b,chloroform,360.0,,,449.0,3696.1490905480414,0.33,6.8,,,,,,,,,,,*c1nc(-c2cccc(Br)c2)no1,,,,*OC,,[2 5],2
COc1ccc2c(-c3nc(-c4cccc(Br)c4)no3)cc(=O)oc2c1,CCO,coumarin - 9b,Ethanol,259.0,,,466.0,3537.098909317163,0.41,,,,,,,,,,,,*c1nc(-c2cccc(Br)c2)no1,,,,*OC,,[2 5],2
COc1ccc2c(-c3nc(-c4ccccc4F)no3)cc(=O)oc2c1,ClC(Cl)Cl,coumarin - 9c,chloroform,339.0,,,453.0,3640.3853129654926,0.25,,,,,,,,,,,,*c1nc(-c2ccccc2F)no1,,,,*OC,,[2 5],2
COc1ccc2c(-c3nc(-c4ccccc4F)no3)cc(=O)oc2c1,CCO,coumarin - 9c,Ethanol,333.0,,,464.0,3583.3231213135587,0.57,,,,,,,,,,,,*c1nc(-c2ccccc2F)no1,,,,*OC,,[2 5],2
COc1ccc2c(-c3nc(-c4ccccc4Cl)no3)cc(=O)oc2c1,ClC(Cl)Cl,coumarin - 9d,chloroform,355.0,,,450.0,3642.025843944338,0.19,,,,,,,,,,,,*c1nc(-c2ccccc2Cl)no1,,,,*OC,,[2 5],2
COc1ccc2c(-c3nc(-c4ccccc4Cl)no3)cc(=O)oc2c1,CCO,coumarin - 9d,Ethanol,354.0,,,464.0,3594.48737593904,0.39,,,,,,,,,,,,*c1nc(-c2ccccc2Cl)no1,,,,*OC,,[2 5],2
COc1ccc2c(-c3nc(-c4cccc(C)c4)no3)cc(=O)oc2c1,ClC(Cl)Cl,coumarin - 9e,chloroform,403.0,,,450.0,3519.5578031556142,0.12,,,,,,,,,,,,*c1nc(-c2cccc(C)c2)no1,,,,*OC,,[2 5],2
COc1ccc2c(-c3nc(-c4cccc(C)c4)no3)cc(=O)oc2c1,CCO,coumarin - 9e,Ethanol,401.0,,,464.0,3514.460128658688,0.52,,,,,,,,,,,,*c1nc(-c2cccc(C)c2)no1,,,,*OC,,[2 5],2
CCOc1ccc2c(-c3nc(-c4ccccc4)no3)cc(=O)oc2c1,ClC(Cl)Cl,coumarin - 9f,chloroform,392.0,,,454.0,3546.726234051493,0.31,,,,,,,,,,,,*c1nc(-c2ccccc2)no1,,,,*OCC,,[2 5],2
CCOc1ccc2c(-c3nc(-c4ccccc4)no3)cc(=O)oc2c1,CCO,coumarin - 9f,Ethanol,388.0,,,468.0,3498.8610794772685,0.6,6.7,,,,,,,,,,,*c1nc(-c2ccccc2)no1,,,,*OCC,,[2 5],2
CCOc1ccc2c(-c3nc(-c4cccc(Br)c4)no3)cc(=O)oc2c1,ClC(Cl)Cl,coumarin - 9g,chloroform,403.0,,,452.0,3528.816671570934,0.2,,,,,,,,,,,,*c1nc(-c2cccc(Br)c2)no1,,,,*OCC,,[2 5],2
CCOc1ccc2c(-c3nc(-c4cccc(Br)c4)no3)cc(=O)oc2c1,CCO,coumarin - 9g,Ethanol,388.0,,,458.0,3716.723043311067,0.52,,,,,,,,,,,,*c1nc(-c2cccc(Br)c2)no1,,,,*OCC,,[2 5],2
CCOc1ccc2c(-c3nc(-c4ccccc4F)no3)cc(=O)oc2c1,ClC(Cl)Cl,coumarin - 9h,chloroform,393.0,,,453.0,3557.5140417540133,0.36,5.1,,,,,,,,,,,*c1nc(-c2ccccc2F)no1,,,,*OCC,,[2 5],2
CCOc1ccc2c(-c3nc(-c4ccccc4F)no3)cc(=O)oc2c1,CCO,coumarin - 9h,Ethanol,345.0,,,465.0,3575.313824164732,0.64,6.6,,,,,,,,,,,*c1nc(-c2ccccc2F)no1,,,,*OCC,,[2 5],2
CCOc1ccc2c(-c3nc(-c4ccccc4Cl)no3)cc(=O)oc2c1,ClC(Cl)Cl,coumarin - 9i,chloroform,394.0,,,446.0,3673.040924014065,0.26,5.5,,,,,,,,,,,*c1nc(-c2ccccc2Cl)no1,,,,*OCC,,[2 5],2
CCOc1ccc2c(-c3nc(-c4ccccc4Cl)no3)cc(=O)oc2c1,CCO,coumarin - 9i,Ethanol,393.0,,,432.0,3728.875249894303,0.52,6.5,,,,,,,,,,,*c1nc(-c2ccccc2Cl)no1,,,,*OCC,,[2 5],2
CCOc1ccc2c(-c3nc(-c4cccc(C)c4)no3)cc(=O)oc2c1,ClC(Cl)Cl,coumarin - 9j,chloroform,322.0,,,456.0,3496.3457353521444,0.23,,,,,,,,,,,,*c1nc(-c2cccc(C)c2)no1,,,,*OCC,,[2 5],2
CCOc1ccc2c(-c3nc(-c4cccc(C)c4)no3)cc(=O)oc2c1,CCO,coumarin - 9j,Ethanol,345.0,,,465.0,3521.1142838471387,0.68,,,,,,,,,,,,*c1nc(-c2cccc(C)c2)no1,,,,*OCC,,[2 5],2
CCN(CC)c1ccc2cc(C#N)c(=O)oc2c1,ClCCl,iminocoumarin - 3,dichloromethane,428.0,,4.66838591669,460.0,,0.82,2.7,,,,,,,,,,*C#N,,,,,*N(CC)CC,,[1 5],2
CCN(CC)c1ccc2ccc(=O)oc2c1,ClCCl,iminocoumarin - 4,dichloromethane,375.5,,4.471291711058939,466.0,,0.9,3.3,,,,,,,,,,,,,,,*N(CC)CC,,[5],1
CCN(CC)c1ccc2ccc(=O)oc2c1,CCCCCC,7-diethylaminocoumarin,hexane,353.0,,,392.0,4088.692409791125,0.85,,,,,,,,,,,,,,,,*N(CC)CC,,[5],1
CCN(CC)c1ccc2ccc(=O)oc2c1,CCCCCCC,7-diethylaminocoumarin,Heptane,352.0,3768.283712573408,,390.0,,0.85,,,,,,,,,,,,,,,,*N(CC)CC,,[5],1
CCN(CC)c1ccc2ccc(=O)oc2c1,c1ccccc1,7-diethylaminocoumarin,benzene,355.0,,,395.0,,0.83,,,,,,,,,,,,,,,,*N(CC)CC,,[5],1
CCN(CC)c1ccc2ccc(=O)oc2c1,Cc1ccccc1,7-diethylaminocoumarin,Toluene,369.0,,,418.0,,0.83,,,,,,,,,,,,,,,,*N(CC)CC,,[5],1
CCN(CC)c1ccc2ccc(=O)oc2c1,CCOCC,7-diethylaminocoumarin,diethylether,359.0,,,405.0,,0.8,,,,,,,,,,,,,,,,*N(CC)CC,,[5],1
CCN(CC)c1ccc2ccc(=O)oc2c1,ClC(Cl)(Cl)Cl,7-diethylaminocoumarin,CCl4,367.5,,,412.0,,,,,,,,,,,,,,,,,,*N(CC)CC,,[5],1
CCN(CC)c1ccc2ccc(=O)oc2c1,ClC(Cl)Cl,7-diethylaminocoumarin,chloroform,377.5,,,435.0,,0.62,,,,,,,,,,,,,,,,*N(CC)CC,,[5],1
CCN(CC)c1ccc2ccc(=O)oc2c1,CN(C)C=O,7-diethylaminocoumarin,DMF,379.0,,,440.0,,0.56,,,,,,,,,,,,,,,,*N(CC)CC,,[5],1
CCN(CC)c1ccc2ccc(=O)oc2c1,CCCO,7-diethylaminocoumarin,n-propanol,379.0,,,442.0,,0.52,,,,,,,,,,,,,,,,*N(CC)CC,,[5],1
CCN(CC)c1ccc2ccc(=O)oc2c1,CC(C)=O,7-diethylaminocoumarin,acetone,370.0,,,430.0,,0.55,,,,,,,,,,,,,,,,*N(CC)CC,,[5],1
CCN(CC)c1ccc2ccc(=O)oc2c1,CCO,7-diethylaminocoumarin,Ethanol,377.0,,,443.0,,0.39,,,,,,,,,,,,,,,,*N(CC)CC,,[5],1
CCN(CC)c1ccc2ccc(=O)oc2c1,CO,7-diethylaminocoumarin,methanol,381.0,3817.7191793521415,,445.0,2957.6797878919715,0.27,,,,,,,,,,,,,,,,*N(CC)CC,,[5],1
CCN(CC)c1ccc2ccc(=O)oc2c1,OCCO,7-diethylaminocoumarin,ethylene glycol,381.0,,,445.0,,0.25,,,,,,,,,,,,,,,,*N(CC)CC,,[5],1
CCN(CC)c1ccc2ccc(=O)oc2c1,CCCCO,7-diethylaminocoumarin,n-butanol,379.0,,,442.0,,0.47,,,,,,,,,,,,,,,,*N(CC)CC,,[5],1
CCN(CC)c1cc2oc(=O)cc(C)c2cc1C,CCO,Coumarin 450,Ethanol,442.0,,,,,,2.56,,,,,,,,,,,*C,,,*C,*N(CC)CC,,[2 4 5],3
COc1cc(OC)c2ccc(=O)oc2c1,O,DMC,water,327.0,,,450.0,,0.76,,,,,,,,,,,,,,*OC,,*OC,,[3 5],2
COc1cc(OC)c2ccc(=O)oc2c1,CO,DMC,methanol,324.0,,,432.0,,0.71,,,,,,,,,,,,,,*OC,,*OC,,[3 5],2
COc1cc(OC)c2ccc(=O)oc2c1,CCO,DMC,Ethanol,324.0,,,425.0,4307.199932968262,0.65,,,,,,,,,,,,,,*OC,,*OC,,[3 5],2
COc1cc(OC)c2ccc(=O)oc2c1,CC(C)O,DMC,i-propanol,324.0,,,417.0,,0.56,,,,,,,,,,,,,,*OC,,*OC,,[3 5],2
COc1cc(OC)c2ccc(=O)oc2c1,CCOCC,DMC,diethylether,318.0,,,390.0,,0.07,,,,,,,,,,,,,,*OC,,*OC,,[3 5],2
O=c1oc2ccccc2cc1-c1cc2ccccc2o1,Cc1ccccc1,3â€‘Bromoâ€‘2Hâ€‘coumarins to 3â€‘(Benzofuran-2- yl)â€‘2Hâ€‘coumarins 4a,Toluene,373.0,,4.532754378992498,431.0,,0.88,,,,,,,,,,,*c1cc2ccccc2o1,,,,,,,[1],1
O=c1oc2ccccc2cc1-c1cc2ccccc2o1,CCOC(C)=O,3â€‘Bromoâ€‘2Hâ€‘coumarins to 3â€‘(Benzofuran-2- yl)â€‘2Hâ€‘coumarins 4a,Ethyl acetate,368.0,,4.532754378992498,433.0,,0.79,,,,,,,,,,,*c1cc2ccccc2o1,,,,,,,[1],1
O=c1oc2ccccc2cc1-c1cc2ccccc2o1,CC#N,3â€‘Bromoâ€‘2Hâ€‘coumarins to 3â€‘(Benzofuran-2- yl)â€‘2Hâ€‘coumarins 4a,acetonitrile,366.0,,4.506505032404872,442.0,,0.75,,,,,,,,,,,*c1cc2ccccc2o1,,,,,,,[1],1
O=c1oc2ccccc2cc1-c1cc2ccccc2o1,CS(C)=O,3â€‘Bromoâ€‘2Hâ€‘coumarins to 3â€‘(Benzofuran-2- yl)â€‘2Hâ€‘coumarins 4a,dimethyl sulfoxide,371.0,,4.511883360978874,450.0,,0.99,,,,,,,,,,,*c1cc2ccccc2o1,,,,,,,[1],1
O=c1oc2ccccc2cc1-c1cc2ccccc2o1,O,3â€‘Bromoâ€‘2Hâ€‘coumarins to 3â€‘(Benzofuran-2- yl)â€‘2Hâ€‘coumarins 4a,water,365.0,,3.8750612633917,475.0,,0.15,,,,,,,,,,,*c1cc2ccccc2o1,,,,,,,[1],1
COc1ccc2oc(-c3cc4cc(OC)ccc4oc3=O)cc2c1,Cc1ccccc1,3â€‘Bromoâ€‘2Hâ€‘coumarins to 3â€‘(Benzofuran-2- yl)â€‘2Hâ€‘coumarins 4c,Toluene,388.0,,4.332438459915605,446.0,,,,,,,,,,,,,*c1cc2cc(OC)ccc2o1,,,,*OC,,,[1 4],2
COc1ccc2oc(-c3cc4cc(OC)ccc4oc3=O)cc2c1,CCOC(C)=O,3â€‘Bromoâ€‘2Hâ€‘coumarins to 3â€‘(Benzofuran-2- yl)â€‘2Hâ€‘coumarins 4c,Ethyl acetate,384.0,,4.361727836017593,443.0,,,,,,,,,,,,,*c1cc2cc(OC)ccc2o1,,,,*OC,,,[1 4],2
COc1ccc2oc(-c3cc4cc(OC)ccc4oc3=O)cc2c1,CC#N,3â€‘Bromoâ€‘2Hâ€‘coumarins to 3â€‘(Benzofuran-2- yl)â€‘2Hâ€‘coumarins 4c,acetonitrile,382.0,,4.342422680822207,480.0,,,,,,,,,,,,,*c1cc2cc(OC)ccc2o1,,,,*OC,,,[1 4],2
COc1ccc2oc(-c3cc4cc(OC)ccc4oc3=O)cc2c1,CS(C)=O,3â€‘Bromoâ€‘2Hâ€‘coumarins to 3â€‘(Benzofuran-2- yl)â€‘2Hâ€‘coumarins 4c,dimethyl sulfoxide,389.0,,4.332438459915605,484.0,,0.16,,,,,,,,,,,*c1cc2cc(OC)ccc2o1,,,,*OC,,,[1 4],2
COc1ccc2oc(-c3cc4cc(OC)ccc4oc3=O)cc2c1,O,3â€‘Bromoâ€‘2Hâ€‘coumarins to 3â€‘(Benzofuran-2- yl)â€‘2Hâ€‘coumarins 4c,water,347.0,,3.7481880270062,,,,,,,,,,,,,,*c1cc2cc(OC)ccc2o1,,,,*OC,,,[1 4],2
COc1cccc2cc(-c3cc4cccc(OC)c4oc3=O)oc12,Cc1ccccc1,3â€‘Bromoâ€‘2Hâ€‘coumarins to 3â€‘(Benzofuran-2- yl)â€‘2Hâ€‘coumarins 4e,Toluene,358.0,,4.456366033129043,448.0,,,,,,,,,,,,,*c1cc2cccc(OC)c2o1,,,,,,*OC,[1 6],2
COc1cccc2cc(-c3cc4cccc(OC)c4oc3=O)oc12,CCOC(C)=O,3â€‘Bromoâ€‘2Hâ€‘coumarins to 3â€‘(Benzofuran-2- yl)â€‘2Hâ€‘coumarins 4e,Ethyl acetate,351.0,,4.468347330412158,460.0,,,,,,,,,,,,,*c1cc2cccc(OC)c2o1,,,,,,*OC,[1 6],2
COc1cccc2cc(-c3cc4cccc(OC)c4oc3=O)oc12,CC#N,3â€‘Bromoâ€‘2Hâ€‘coumarins to 3â€‘(Benzofuran-2- yl)â€‘2Hâ€‘coumarins 4e,acetonitrile,352.0,,4.494154594018442,488.0,,,,,,,,,,,,,*c1cc2cccc(OC)c2o1,,,,,,*OC,[1 6],2
